Mun Nombre,Mun Id,coordenadas_colombia.latitud,coordenadas_colombia.longitud
NEIVA,41001,2.9305556,'-75.3302778
NEMOCON,25486,5.1333333,'-73.9
NILO,25488,4.3333333,'-74.5833333
NIMAIMA,25489,5.2,'-74.4166667
NOBSA,15491,5.8333333,'-72.9166667
NOCAIMA,25491,5.1166667,'-74.4166667
NORCASIA,17495,5.5666667,'-74.8833333
NOROSI,13490,8.5333333,'-74.0333333
NOVITA,27491,4.9166667,'-76.5833333
NUEVA GRANADA,47460,9.8030556,'-74.3902778
NUEVO COLON,15494,5.4166667,'-73.4166667
NUNCHIA,85225,5.6405556,'-72.1986111
NUQUI,27495,6,'-77.3333333
OBANDO,76497,4.5833333,'-75.9166667
OCAMONTE,68498,6.4166667,'-73.0833333
OCAÑA,54498,8.25,'-73.3
OIBA,68500,6.3,'-73.25
OICATA,15500,5.6,'-73.3166667
OLAYA,5501,6.6666667,'-75.75
OLAYA HERRERA,52490,1.2666667,'-77.4833333
ONZAGA,68502,6.3333333,'-72.75
OPORAPA,41503,2.0833333,'-76.0166667
ORITO,86320,0.6966667,'-76.8747222
OROCUE,85230,4.7941667,'-71.34
ORTEGA,73504,3.9166667,'-75.25
OSPINA,52506,1.0333333,'-77.55
OTANCHE,15507,5.75,'-74.25
OVEJAS,70508,9.5,'-75.1666667
PACHAVITA,15511,5.1333333,'-73.4
PACHO,25513,5.25,'-74.1666667
PACORA,17513,5.5,'-75.5
PADILLA,19513,3.0666667,'-76.3166667
PAEZ,15514,5.1044444,'-73.0555556
PAEZ,19517,5.1044444,'-73.0555556
PAICOL,41518,2.45,'-75.75
PAILITAS,20517,8.9661111,'-73.6316667
PAIME,25518,5.4166667,'-74.1666667
PAIPA,15516,5.8333333,'-73.1
PAJARITO,15518,5.4166667,'-72.6666667
PALERMO,41524,3,'-75.5
PALESTINA,17524,5.0833333,'-75.6666667
PALESTINA,41530,1.75,'-76.0666667
PALMAR,68522,6.5833333,'-73.25
PALMAR DE VARELA,8520,10.7466667,'-74.7555556
PALMAS DEL SOCORRO,68524,6.45,'-73.25
PALMIRA,76520,3.5394444,'-76.3036111
PALMITO,70523,9.3333333,'-75.55
PALOCABILDO,73520,5.1333333,'-75.0333333
PAMPLONA,54518,7.3780556,'-72.6525
PAMPLONITA,54520,7.5,'-72.5833333
PANDI,25524,4.25,'-74.5
PANQUEBA,15522,6.5,'-72.4166667
PARAMO,68533,6.5,'-73.1333333
PARATEBUENO,25530,4.3730556,'-73.2213889
PASCA,25535,4.3333333,'-74.2833333
PASTO,52001,1.21467073681653,'-77.2786474227905
PATIA,19532,2.1155556,'-76.9891667
PAUNA,15531,5.75,'-73.9166667
PAYA,15533,,
PAZ DE ARIPORO,85250,5.8833333,'-71.9
PAZ DE RIO,15537,6.0833333,'-72.75
PEDRAZA,47541,,
PELAYA,20550,8.6916667,'-73.6663889
PENSILVANIA,17541,5.5,'-75.0833333
PEÑOL,5541,6.25,'-75.25
PEQUE,5543,7,'-75.8333333
PEREIRA,66001,4.8133333,'-75.6961111
PESCA,15542,5.5833333,'-73.05
PIAMONTE,19533,7.7833333,'-75.2
PIEDECUESTA,68547,5.8383333,'-74.0366667
PIEDRAS,73547,4.5,'-74.9166667
PIENDAMO,19548,2.75,'-76.5
PIJAO,63548,4.3333333,'-75.6666667
PIJIÑO DEL CARMEN,47545,`9.3302778,'-74.4497222
PINCHOTE,68549,6.5833333,'-73.1666667
PINILLOS,13549,8.9172222,'-74.4663889
PIOJO,8549,10.75,'-75.1333333
PISBA,15550,5.7427778,'-72.4894444
PITAL,41548,2.3333333,'-75.8333333
PITALITO,41551,1.75,'-76.1666667
PIVIJAY,47551,10.4166667,'-74.3333333
PLANADAS,73555,3.25,'-75.75
PLANETA RICA,23555,8.3333333,'-75.5833333
PLATO,47555,9.8333333,'-74.3333333
POLICARPA,52540,1.6316667,'-77.4616667
POLONUEVO,8558,10.75,'-74.7833333
PONEDERA,8560,10.6436111,'-74.7544444
PORE,85263,5.6708333,'-71.93
POTOSI,52560,0.75,'-77.4166667
PRADERA,76563,3.4211111,'-76.2447222
PRADO,73563,3.75,'-74.8333333
PROVIDENCIA,52565,1.5702778,'-77.4694444
PROVIDENCIA,88564,12.5,'-81.75
PUEBLO BELLO,20570,10.3666667,'-73.6333333
PUEBLO NUEVO,23570,8.2333333,'-74.9666667
PUEBLO RICO,66572,5.25,'-76.1666667
PUEBLORRICO,5576,5.8,'-75.85
PUEBLOVIEJO,47570,10.9833333,'-74.3333333
PUENTE NACIONAL,68572,5.9166667,'-73.5833333
PUERRES,52573,0.9166667,'-77.25
PUERTO ASIS,86568,0.5158333,'-76.495
PUERTO BERRIO,5579,6.4166667,'-74.5
PUERTO BOYACA,15572,5.9780556,'-74.5897222
PUERTO CAICEDO,86569,0.6838889,'-76.5858333
PUERTO CARREÑO,99001,6.1877778,'-67.4730556
PUERTO COLOMBIA,8573,11.0166667,'-74.8833333
PUERTO CONCORDIA,50450,2.6794444,'-72.7608333
PUERTO ESCONDIDO,23574,8.95,'-76.25
PUERTO GAITAN,50568,4.3141667,'-72.0825
PUERTO GUZMAN,86571,0.9702778,'-76.5858333
PUERTO LIBERTADOR,23580,4.6,'-74.1166667
PUERTO LLERAS,50577,3,'-72.5
PUERTO LOPEZ,50573,4.0833333,'-72.9666667
PUERTO NARE,5585,6.1916667,'-74.5866667
PUERTO NARIÑO,91540,'-3.7702778,'-70.3830556
PUERTO PARRA,68573,6.6516667,'-74.0608333
PUERTO RICO,18592,1.9141667,'-75.145
PUERTO RICO,50590,2.9383333,'-73.2083333
PUERTO RONDON,81591,6.2780556,'-71.1
PUERTO SALGAR,25572,5.5,'-74.5833333
PUERTO SANTANDER,54553,8.3636111,'-72.4075
PUERTO TEJADA,19573,3.25,'-76.4166667
PUERTO TRIUNFO,5591,5.8708333,'-74.6455556
PUERTO WILCHES,68575,7.5833333,'-73.6666667
PULI,25580,4.75,'-74.6666667
PUPIALES,52585,0.9166667,'-77.6666667
PURACE,19585,2.3480556,'-76.5008333
PURIFICACION,73585,3.9166667,'-74.9166667
PURISIMA,23586,9.3,'-75.6666667
QUEBRADANEGRA,25592,5.15,'-74.5
QUETAME,25594,4.3333333,'-73.8333333
QUIBDO,27001,5.6947222,'-76.6611111
QUIMBAYA,63594,4.6333333,'-75.75
QUINCHIA,66594,5.3333333,'-75.6666667
QUIPAMA,15580,5.5222222,'-74.1808333
QUIPILE,25596,4.75,'-74.5833333
RAGONVALIA,54599,7.5833333,'-72.5
RAMIRIQUI,15599,5.4166667,'-73.3333333
RAQUIRA,15600,5.6166667,'-73.6333333
RECETOR,85279,5.3333333,'-72.75
REGIDOR,13580,8.6666667,'-73.8333333
REMEDIOS,5604,7,'-74.4166667
REMOLINO,47605,10.6666667,'-74.5833333
REPELON,8606,10.55,'-75.1333333
RESTREPO,50606,4.1666667,'-73.4166667
RESTREPO,76606,3.7833333,'-76.5
RETIRO,5607,6.0833333,'-75.5
RICAURTE,25612,4.2797222,'-74.7761111
RICAURTE,52612,1.1666667,'-78.1666667
RIO DE ORO,20614,8,'-73.5
RIO IRO,27580,5.1,'-76.6666667
RIO QUITO,27600,5.7,'-76.6666667
RIO VIEJO,13600,8.59,'-73.8436111
RIOBLANCO,73616,3.5,'-75.8333333
RIOFRIO,76616,4.0833333,'-76.3333333
RIOHACHA,44001,11.5444444,'-72.9072222
RIONEGRO,5615,6.1666667,'-75.4166667
RIONEGRO,68615,7.2191667,'-73.1558333
RIOSUCIO,17614,5.3791667,'-75.6161111
RISARALDA,17616,5.1666667,'-75.75
RIVERA,41615,2.8333333,'-75.1666667
ROBERTO PAYAN,52621,1.9166667,'-78.3333333
ROLDANILLO,76622,4.4147222,'-76.1547222
RONCESVALLES,73622,4.0833333,'-75.5833333
RONDON,15621,5.4166667,'-73.1666667
ROSAS,19622,2.3333333,'-76.75
ROVIRA,73624,4.25,'-75.3333333
SABANA DE TORRES,68655,7.3980556,'-73.4969444
SABANAGRANDE,8634,10.8,'-74.75
SABANALARGA,5628,6.9166667,'-75.8
SABANALARGA,85300,4.8536111,'-73.0430556
SABANALARGA,8638,10.6333333,'-74.8333333
SABANAS DE SAN ANGEL,47660,10.033,'-74.217
SABANETA,5631,6.15,'-75.6
SABOYA,15632,5.75,'-73.7
SACAMA,85315,6.0833333,'-72.0833333
SACHICA,15638,5.6666667,'-73.5
SAHAGUN,23660,8.8333333,'-75.4166667
SALADOBLANCO,41660,2.0144444,'-76.0502778
SALAMINA,17653,5.4166667,'-75.4166667
SALAMINA,47675,10.5,'-74.7
SALAZAR,54660,7.8,'-72.8333333
SALDAÑA,73671,3.9347222,'-75.0202778
SALENTO,63690,4.6666667,'-75.5
SALGAR,5642,6,'-76.0
SAMACA,15646,5.5,'-73.5
SAMANA,17662,5.5833333,'-74.9166667
SAMANIEGO,52678,1.4166667,'-77.6666667
SAMPUES,70670,9.1666667,'-75.3
SAN AGUSTIN,41668,1.9166667,'-76.3333333
SAN ALBERTO,20710,7.7525,'-73.3891667
SAN ANDRES,68669,6.8333333,'-72.75
SAN ANDRES,88001,,
SAN ANDRES DE CUERQUIA,5647,6.917,'-75.667
SAN ANDRES DE TUMACO,52835,1.7986111,'-78.8155556
SAN ANDRES SOTAVENTO,23670,9.1666667,'-75.55
SAN ANTERO,23672,9.35,'-75.75
SAN ANTONIO,73675,3.9166667,'-75.5
SAN ANTONIO DEL TEQUENDAMA,25645,4.1333333,'-74.5
SAN BENITO,68673,6.1666667,'-73.4666667
SAN BENITO ABAD,70678,8.75,'-74.9166667
SAN BERNARDO,25649,4.2,'-74.3333333
SAN BERNARDO,52685,1.5163889,'-77.0466667
SAN BERNARDO DEL VIENTO,23675,9.25,'-76.0
SAN CALIXTO,54670,8.75,'-73.0333333
SAN CARLOS,23678,8.7,'-75.7
SAN CARLOS,5649,6.2,'-74.9166667
SAN CARLOS DE GUAROA,50680,3.7122222,'-73.2436111
SAN CAYETANO,25653,5.3333333,'-74.0833333
SAN CAYETANO,54673,7.8833333,'-72.5833333
SAN CRISTOBAL,13620,9.8833333,'-75.25
SAN DIEGO,20750,10.3375,'-73.1825
SAN EDUARDO,15660,5.2166667,'-73.1333333
SAN ESTANISLAO,13647,10.3983333,'-75.1511111
SAN FERNANDO,13650,9.0833333,'-74.3333333
SAN FRANCISCO,25658,5,'-74.2833333
SAN FRANCISCO,5652,6.1166667,'-75.9833333
SAN FRANCISCO,86755,1.1772222,'-76.8830556
SAN GIL,68679,6.5833333,'-73.0833333
SAN JACINTO DEL CAUCA,13655,9.8316667,'-75.1263889
SAN JERONIMO,5656,6.45,'-75.7
SAN JOAQUIN,68682,6.4333333,'-72.8666667
SAN JOSE,17665,5.0858333,'-75.7883333
SAN JOSE DE LA MONTAÑA,5658,6.8502778,'-75.6833333
SAN JOSE DE MIRANDA,68684,6.6666667,'-72.55
SAN JOSE DE PARE,15664,6.0833333,'-73.4666667
San José de Uré,23682,7.767,'-75.517
SAN JOSE DEL FRAGUA,18610,1.3611111,'-75.9883333
SAN JOSE DEL GUAVIARE,95001,2.5683333,'-72.6416667
SAN JOSE DEL PALMAR,27660,4.9166667,'-76.25
SAN JUAN DE ARAMA,50683,3.3463889,'-73.8894444
SAN JUAN DE BETULIA,70702,9.2755556,'-75.2455556
SAN JUAN DE RIO SECO,25662,4.9166667,'-74.6666667
SAN JUAN DE URABA,5659,8.7630556,'-76.53
SAN JUAN DEL CESAR,44650,10.8333333,'-73.0833333
SAN JUAN NEPOMUCENO,13657,9.9566667,'-75.0866667
SAN JUANITO,50686,4.4586111,'-73.6730556
SAN LORENZO,52687,1.5,'-77.1666667
SAN LUIS,5660,6,'-74.8333333
SAN LUIS,73678,4.1666667,'-75.0833333
SAN LUIS DE GACENO,15667,4.8213889,'-73.1675
SAN LUIS DE PALENQUE,85325,5.2805556,'-71.5819444
SAN LUIS DE SINCE,70742,9.1666667,'-75.0
SAN MARCOS,70708,8.5833333,'-75.1666667
SAN MARTIN,20770,8.0047222,'-73.5152778
SAN MARTIN,50689,3.7,'-73.7
SAN MARTIN DE LOBA,13667,8.8333333,'-73.9166667
SAN MATEO,15673,6.5,'-72.5
SAN MIGUEL,68686,6.7,'-72.6666667
SAN MIGUEL,86757,0.3394444,'-76.8830556
SAN MIGUEL DE SEMA,15676,5.55,'-73.75
SAN ONOFRE,70713,9.8333333,'-75.5
SAN PABLO,13670,10.0527778,'-75.2680556
SAN PABLO,52693,1.6666667,'-76.9166667
SAN PABLO DE BORBUR,15681,5.75,'-74.0833333
SAN PEDRO,5664,6.45,'-75.5833333
SAN PEDRO,70717,9.4166667,'-75.0
SAN PEDRO,76670,4,'-76.1666667
SAN PEDRO DE CARTAGO,52694,1.5613889,'-77.1180556
SAN PEDRO DE URABA,5665,8.2761111,'-76.3786111
SAN PELAYO,23686,9,'-75.9166667
SAN RAFAEL,5667,6.3,'-75.0
SAN ROQUE,5670,6.4166667,'-74.8333333
SAN SEBASTIAN,19693,1.9166667,'-76.6666667
SAN SEBASTIAN DE BUENAVISTA,47692,9.3333333,'-74.3333333
SAN VICENTE,5674,6.3333333,'-75.3333333
SAN VICENTE DE CHUCURI,68689,6.8836111,'-73.4138889
SAN VICENTE DEL CAGUAN,18753,2.1525,'-74.7888889
SAN ZENON,47703,9.3333333,'-74.3
SANDONA,52683,1.25,'-77.45
SANTA ANA,47707,9.3166667,'-74.5833333
SANTA BARBARA,52696,,
SANTA BARBARA,5679,5.8666667,'-75.5833333
SANTA BARBARA,68705,6.9927778,'-72.9102778
SANTA BARBARA DE PINTO,47720,10.6,'-74.167
SANTA CATALINA,13673,10.5833333,'-75.25
SANTA HELENA DEL OPON,68720,6.3375,'-73.5919444
SANTA ISABEL,73686,4.75,'-75.1666667
SANTA LUCIA,8675,10.3286111,'-74.9644444
SANTA MARIA,15690,4.8616667,'-73.2641667
SANTA MARIA,41676,3,'-75.7
SANTA MARTA,47001,11.2472222,'-74.2016667
SANTA ROSA,13683,10.45,'-75.3333333
SANTA ROSA,19701,1.5,'-76.5
SANTA ROSA DE CABAL,66682,4.8680556,'-75.6213889
SANTA ROSA DE OSOS,5686,6.6666667,'-75.4166667
SANTA ROSA DE VITERBO,15693,5.9166667,'-73.0
SANTA ROSA DEL SUR,13688,7.9644444,'-74.0544444
SANTA ROSALIA,99624,5.1261111,'-70.8758333
SANTA SOFIA,15696,5.75,'-73.5833333
SANTACRUZ,52699,1.2247222,'-77.68
SANTAFE DE ANTIOQUIA,5042,6.5597222,'-75.8280556
SANTANA,15686,6.0572222,'-73.4822222
SANTANDER DE QUILICHAO,19698,3.0130556,'-76.4866667
SANTIAGO,54680,7.9166667,'-72.6666667
SANTIAGO,86760,1.1511111,'-77.0075
SANTIAGO DE TOLU,70820,9.5,'-75.5333333
SANTO DOMINGO,5690,6.4722222,'-75.1647222
SANTO TOMAS,8685,10.75,'-74.8333333
SANTUARIO,66687,5.0833333,'-76.0
SAPUYES,52720,1.0333333,'-77.6
SARAVENA,81736,6.9205556,'-71.8533333
SARDINATA,54720,8.25,'-72.75
SASAIMA,25718,5,'-74.45
SATIVANORTE,15720,6.1666667,'-72.6666667
SATIVASUR,15723,6.1333333,'-72.6666667
SEGOVIA,5736,7.25,'-74.75
SESQUILE,25736,5.0833333,'-73.8333333
SEVILLA,76736,4.2688889,'-75.9361111
SIACHOQUE,15740,5.5833333,'-73.1666667
SIBATE,25740,4.4913889,'-74.2605556
SIBUNDOY,86749,1.1833333,'-76.9166667
SILOS,54743,7.2,'-72.75
SILVANIA,25743,4.5,'-74.3333333
SILVIA,19743,2.75,'-76.3333333
SIMACOTA,68745,6.4472222,'-73.3413889
SIMIJACA,25745,5.5833333,'-73.8333333
SIMITI,13744,7.5833333,'-74.1666667
SINCELEJO,70001,9.3047222,'-75.3977778
SIPI,27745,4.5833333,'-76.5
SITIONUEVO,47745,10.9166667,'-74.5833333
SOACHA,25754,4.5872222,'-74.2213889
SOATA,15753,6.4166667,'-72.6666667
SOCHA,15757,6,'-72.6666667
SOCORRO,68755,6.5333333,'-73.2
SOCOTA,15755,6.0833333,'-72.5833333
SOGAMOSO,15759,5.7205556,'-72.9297222
SOLANO,18756,,
SOLEDAD,8758,10.9172222,'-74.7666667
SOLITA,18785,0.9,'-75.623
SOMONDOCO,15761,4.9877778,'-73.4361111
SONSON,5756,5.75,'-75.0
SOPETRAN,5761,6.5,'-75.75
SOPLAVIENTO,13760,10.3333333,'-75.1
SOPO,25758,4.9166667,'-73.95
SORA,15762,5.5666667,'-73.4333333
SORACA,15764,5.5,'-73.3166667
SOTAQUIRA,15763,5.8333333,'-73.25
SOTARA,19760,2.2566667,'-76.6186111
SUAITA,68770,6.1666667,'-73.3
SUAN,8770,10.3333333,'-74.9166667
SUAREZ,19780,2.9588889,'-76.6952778
SUAREZ,73770,4.0833333,'-74.7833333
SUAZA,41770,1.9166667,'-75.8333333
SUBACHOQUE,25769,5,'-74.1666667
SUCRE,19785,2.0333333,'-76.9166667
SUCRE,68773,6.0833333,'-73.9166667
SUCRE,70771,9,'-75.0
SUESCA,25772,5.1666667,'-73.8333333
SUPATA,25777,5.0833333,'-74.25
SUPIA,17777,5.5,'-75.6333333
SURATA,68780,7.5,'-72.9666667
SUSA,25779,5.5,'-73.8333333
SUSACON,15774,6.2666667,'-72.6666667
SUTAMARCHAN,15776,5.6666667,'-73.5833333
SUTATAUSA,25781,5.251,'-73.856
SUTATENZA,15778,5.0166667,'-73.45
TABIO,25785,5,'-74.0833333
TADO,27787,5.3333333,'-76.4166667
TALAIGUA NUEVO,13780,9.3069444,'-74.5686111
TAMALAMEQUE,20787,8.8333333,'-73.5833333
TAMARA,85400,5.8297222,'-72.1633333
TAME,81794,6.4641667,'-71.7288889
TAMESIS,5789,5.6666667,'-75.6666667
TAMINANGO,52786,1.5833333,'-77.25
TANGUA,52788,1.0833333,'-77.3
TARAIRA,97666,0.4938889,'-69.6669444
TARAZA,5790,7.5833333,'-75.35
TARQUI,41791,2.1666667,'-75.9166667
TARSO,5792,5.8333333,'-75.8333333
TASCO,15790,5.9166667,'-72.7
TAURAMENA,85410,5.0186111,'-72.7552778
TAUSA,25793,5.25,'-73.9166667
TELLO,41799,3.0833333,'-75.0833333
TENA,25797,4.7,'-74.4166667
TENERIFE,47798,10,'-74.6666667
TENJO,25799,4.9166667,'-74.1666667
TENZA,15798,5.15,'-73.45
TEORAMA,54800,8.75,'-73.1666667
TERUEL,41801,2.9166667,'-75.6666667
TESALIA,41797,2.6666667,'-75.75
TIBACUY,25805,4.3833333,'-74.5
TIBANA,15804,5.3333333,'-73.3833333
TIBASOSA,15806,5.8333333,'-72.9666667
TIBIRITA,25807,5.1333333,'-73.5333333
TIBU,54810,8.6480556,'-72.7394444
TIERRALTA,23807,8.1736111,'-76.0591667
TIMANA,41807,2,'-75.9166667
TIMBIO,19807,2.4166667,'-76.75
TIMBIQUI,19809,2.75,'-77.5833333
TINJACA,15808,5.6333333,'-73.65
TIPACOQUE,15810,6.4233333,'-72.6952778
TIQUISIO,13810,8.5597222,'-74.2669444
TITIRIBI,5809,6.0833333,'-75.8
TOCA,15814,5.6666667,'-73.1666667
TOCAIMA,25815,4.5,'-74.6666667
TOCANCIPA,25817,5,'-73.9166667
TOGUI,15816,5.95,'-73.4166667
TOLEDO,54820,7.3,'-72.25
TOLEDO,5819,7,'-75.7
TOLU VIEJO,70823,"",""
TONA,68820,7.25,'-72.9
TOPAGA,15820,5.8333333,'-72.8333333
TOPAIPI,25823,5.4166667,'-74.3333333
TORIBIO,19821,3,'-76.1666667
TORO,76823,4.6116667,'-76.0813889
TOTA,15822,5.5,'-73.0
TOTORO,19824,2.5833333,'-76.3333333
TRINIDAD,85430,5.4305556,'-71.6311111
TRUJILLO,76828,4.25,'-76.3333333
TUBARA,8832,10.9166667,'-74.95
TULUA,76834,4.0866667,'-76.2
TUNJA,15001,5.5352778,'-73.3677778
TUNUNGUA,15832,5.7333333,'-73.9333333
TUQUERRES,52838,1.1666667,'-77.5833333
TURBACO,13836,10.35,'-75.3333333
TURBANA,13838,10.25,'-75.4166667
TURBO,5837,8,'-76.5833333
TURMEQUE,15835,5.3333333,'-73.5
TUTA,15837,5.75,'-73.1666667
TUTAZA,15839,6.1666667,'-72.8333333
UBALA,25839,4.8333333,'-73.5
UBAQUE,25841,4.5833333,'-74.0
ULLOA,76845,4.7166667,'-75.75
UMBITA,15842,5.2333333,'-73.45
UNE,25845,4.3333333,'-74.0833333
UNGUIA,27800,8.0430556,'-77.0961111
UNION PANAMERICANA,27810,5.283,'-76.617
URAMITA,5842,6.8994444,'-76.1741667
URIBE,50370,3.254,'-74.358
URIBIA,44847,11.9166667,'-72.0
URRAO,5847,6.3333333,'-76.4166667
URUMITA,44855,10.5666667,'-73.0166667
USIACURI,8849,10.75,'-74.9666667
UTICA,25851,5.25,'-74.5
VALDIVIA,5854,7.3333333,'-75.3333333
VALENCIA,23855,8.3,'-76.1666667
VALLE DE SAN JOSE,68855,6.5,'-73.0666667
VALLE DE SAN JUAN,73854,4.25,'-75.1666667
VALLE DEL GUAMUEZ,86865,0.4525,'-76.9191667
VALLEDUPAR,20001,10.4769444,'-73.2505556
VALPARAISO,18860,1.1991667,'-75.7097222
VALPARAISO,5856,5.6666667,'-75.5833333
VEGACHI,5858,6.7730556,'-74.8016667
VELEZ,68861,6.0833333,'-73.5833333
VENADILLO,73861,4.75,'-74.9166667
VENECIA,25506,4.1333333,'-74.5
VENECIA,5861,5.9166667,'-75.75
VENTAQUEMADA,15861,5.4166667,'-73.5
VERGARA,25862,5.1666667,'-74.3333333
VERSALLES,76863,4.6666667,'-76.25
VETAS,68867,7.3333333,'-72.8666667
VIANI,25867,4.9166667,'-74.55
VICTORIA,17867,4.5238889,'-76.0411111
VIGIA DEL FUERTE,5873,6.5919444,'-76.8986111
VIJES,76869,3.6986111,'-76.4491667
VILLA CARO,54871,7.9169444,'-72.9763889
VILLA DE LEYVA,15407,5.6333333,'-73.5333333
VILLA DE SAN DIEGO DE UBATE,25843,5.35,'-73.8333333
VILLA DEL ROSARIO,54874,7.8338889,'-72.4741667
VILLA RICA,19845,2.5136111,'-76.8477778
VILLAGARZON,86885,1.038,'-76.627
VILLAGOMEZ,25871,5.2761111,'-74.1988889
VILLAHERMOSA,73870,5,'-75.1666667
VILLAMARIA,17873,5,'-75.5
VILLANUEVA,13873,10.45,'-75.25
VILLANUEVA,44874,10.5833333,'-73.0
VILLANUEVA,68872,6.6741667,'-73.1777778
VILLANUEVA,85440,5.2833333,'-71.9666667
VILLAPINZON,25873,5.2833333,'-73.5833333
VILLARRICA,73873,4,'-74.5833333
VILLAVICENCIO,50001,4.1533333,'-73.635
VILLAVIEJA,41872,3.3333333,'-75.1666667
VILLETA,25875,5.0833333,'-74.5
VIOTA,25878,4.5,'-74.5
VIRACACHA,15879,5.5,'-73.25
VISTAHERMOSA,50711,3.0863889,'-73.7513889
VITERBO,17877,5.0833333,'-75.8666667
YACOPI,25885,5.6666667,'-74.4166667
YACUANQUER,52885,1.0833333,'-77.4166667
YAGUARA,41885,2.6666667,'-75.5833333
YALI,5885,6.8333333,'-74.75
YARUMAL,5887,7,'-75.5
YOLOMBO,5890,6.6666667,'-75.0
YONDO,5893,7.0077778,'-73.9141667
YOPAL,85001,5.3394444,'-72.3941667
YOTOCO,76890,3.9166667,'-76.3333333
YUMBO,76892,3.585,'-76.4958333
ZAMBRANO,13894,9.75,'-74.8333333
ZAPATOCA,68895,6.8333333,'-73.25
ZAPAYAN,47960,10.171,'-74.719
ZARAGOZA,5895,7.75,'-74.75
ZARZAL,76895,4.3983333,'-76.0772222
ZETAQUIRA,15897,5.35,'-73.1666667
ZIPACON,25898,,
ZIPAQUIRA,25899,5.0283333,'-74.0058333
ZONA BANANERA,47980,"",""
